# Server version 0.08 running on 192.168.1.104:8123
# Game ID: 5
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sun Mar 30 11:33:46 EDT 2014
# Player 1: Player-0, 'random', running on 192.168.1.104
# Player 2: Player-1, 'random', running on 192.168.1.104
# Player 3: Player-2, 'random', running on 192.168.1.104
# Player 4: Player-3, '260469756', running on localhost
START Player-0 random
0 (0,4) (2,2)
0 (2,2) (2,4)
0 (2,4) (0,2)
0 (0,2) (2,0)
0 (2,0) (0,2)
0 (0,2) (0,4)
0 (0,4) (2,4)
0 (2,4) (4,2)
0 (4,2) (2,4)
0 (2,4) (4,6)
0 (4,6) (2,6)
0 (2,6) (4,6)
0 (4,6) (2,4)
0 null null
1 (11,5) (11,4)
2 (7,13) (8,12)
3 (10,12) (9,11)
0 (3,1) (2,0)
1 (12,1) (11,2)
2 (2,13) (3,12)
3 (9,11) (8,10)
0 (1,1) (0,2)
1 (11,4) (11,3)
2 (1,14) (0,14)
3 (8,10) (7,9)
0 (1,0) (2,1)
1 (12,2) (13,3)
2 (6,12) (7,13)
3 (7,9) (6,8)
0 (2,4) (3,4)
1 (15,1) (14,1)
2 (3,13) (4,13)
3 (6,8) (5,7)
0 (1,2) (0,1)
1 (15,4) (14,3)
2 (8,12) (6,14)
2 null null
3 (5,7) (4,6)
0 (3,0) (5,0)
0 (5,0) (7,2)
0 null null
1 (14,0) (15,1)
2 (7,13) (6,13)
3 (4,6) (2,4)
3 null null
0 (6,1) (5,2)
1 (14,1) (14,2)
2 (0,12) (1,11)
3 (2,4) (2,2)
3 null null
0 (1,4) (0,5)
1 (13,5) (14,5)
2 (1,13) (1,14)
3 (15,13) (13,11)
3 null null
0 (3,6) (4,5)
1 (14,3) (12,3)
1 (12,3) (10,1)
1 (10,1) (12,3)
1 null null
2 (3,12) (3,11)
3 (14,12) (12,10)
3 null null
0 (4,5) (5,4)
1 (12,3) (13,4)
2 (0,11) (1,12)
3 (12,10) (11,9)
0 (3,4) (4,4)
1 (15,0) (14,1)
2 (1,14) (1,13)
3 (11,9) (10,8)
0 (4,4) (4,5)
1 (13,3) (12,3)
2 (3,15) (4,15)
3 (10,8) (9,7)
0 (5,2) (6,2)
1 (12,3) (13,2)
2 (7,15) (8,14)
3 (9,7) (8,6)
0 (0,2) (1,1)
1 (11,1) (12,0)
2 (4,13) (5,14)
3 (8,6) (7,5)
0 (1,1) (1,0)
1 (13,4) (12,3)
2 (1,13) (0,12)
3 (7,5) (6,4)
0 (4,5) (3,4)
1 (15,1) (14,0)
2 (2,11) (0,13)
2 null null
3 (6,4) (4,4)
3 null null
0 (6,2) (5,2)
1 (12,0) (11,1)
2 (3,11) (4,11)
3 (4,4) (2,4)
3 null null
0 (0,5) (1,6)
1 (9,0) (8,0)
2 (6,14) (4,14)
2 null null
3 (2,4) (0,2)
3 null null
0 (2,1) (3,2)
1 (11,2) (13,4)
1 null null
2 (4,11) (5,10)
3 (13,11) (12,10)
0 (3,5) (4,4)
1 (13,2) (13,3)
2 (0,14) (1,15)
3 (12,10) (11,9)
0 (3,4) (2,4)
1 (14,5) (15,6)
2 (4,14) (3,14)
3 (11,9) (10,8)
0 (9,2) (9,1)
1 (15,6) (14,5)
2 (6,13) (7,12)
3 (10,8) (9,7)
0 (2,4) (4,2)
0 (4,2) (2,4)
0 (2,4) (4,2)
0 (4,2) (2,4)
0 null null
1 (14,0) (13,1)
2 (1,12) (2,11)
3 (9,7) (8,6)
0 (3,2) (1,4)
0 null null
1 (13,1) (14,0)
2 (5,14) (4,14)
3 (8,6) (7,5)
0 (2,0) (2,1)
1 (15,3) (15,1)
1 (15,1) (15,3)
1 (15,3) (15,1)
1 (15,1) (13,1)
1 (13,1) (15,1)
1 (15,1) (13,1)
1 null null
2 (2,11) (2,10)
3 (7,5) (6,4)
0 (2,1) (2,0)
1 (15,2) (15,1)
2 (2,10) (1,10)
3 (6,4) (5,3)
0 (4,0) (5,0)
1 (14,5) (13,6)
2 (1,10) (0,10)
3 (5,3) (4,2)
0 (1,0) (2,1)
1 (11,1) (10,1)
2 (4,15) (3,15)
3 (4,2) (3,1)
0 (5,0) (6,0)
1 (12,3) (12,4)
2 (5,15) (6,14)
3 (14,15) (12,13)
3 null null
0 (2,1) (1,0)
1 (8,0) (8,1)
2 (6,14) (5,13)
3 (12,13) (11,12)
0 (2,0) (0,0)
0 (0,0) (2,0)
0 null null
1 (11,3) (13,5)
1 (13,5) (11,3)
1 null null
2 (0,13) (0,14)
3 (11,12) (10,11)
0 (5,4) (5,5)
1 (14,0) (12,0)
1 (12,0) (14,0)
1 (14,0) (12,0)
1 null null
2 (5,13) (5,14)
3 (10,11) (9,10)
0 (7,2) (8,2)
1 (13,1) (15,3)
1 (15,3) (13,1)
1 (13,1) (15,3)
1 null null
2 (0,15) (0,13)
2 (0,13) (0,15)
2 (0,15) (0,13)
2 (0,13) (0,11)
2 (0,11) (0,13)
2 (0,13) (0,15)
2 (0,15) (2,15)
2 (2,15) (4,13)
2 (4,13) (2,15)
2 (2,15) (4,13)
2 null null
3 (9,10) (8,9)
0 (5,5) (5,4)
1 (13,6) (13,5)
2 (8,14) (8,13)
3 (8,9) (7,8)
0 (9,1) (8,0)
1 (8,1) (7,2)
2 (5,14) (5,13)
3 (7,8) (6,7)
0 (8,2) (9,3)
1 (10,1) (11,2)
2 (5,10) (4,10)
3 (6,7) (5,6)
0 (8,0) (7,0)
1 (15,3) (14,4)
2 (4,10) (3,11)
3 (5,6) (4,5)
0 (0,1) (0,0)
1 (14,2) (13,1)
2 (3,14) (3,13)
3 (4,5) (4,3)
3 null null
0 (6,0) (5,0)
1 (13,5) (14,6)
2 (8,13) (9,14)
3 (4,3) (3,2)
0 (9,3) (10,2)
1 (11,3) (12,3)
2 (0,14) (1,14)
3 (15,14) (13,12)
3 null null
0 (1,6) (2,6)
1 (12,0) (14,0)
1 (14,0) (12,0)
1 (12,0) (14,0)
1 (14,0) (12,0)
1 (12,0) (14,2)
1 (14,2) (12,0)
1 (12,0) (14,0)
1 (14,0) (12,2)
1 (12,2) (14,0)
1 (14,0) (12,0)
1 null null
2 (5,13) (6,14)
3 (13,12) (12,11)
0 (1,0) (1,1)
1 (11,2) (10,1)
2 (4,13) (3,12)
3 (12,11) (11,10)
0 (5,0) (4,0)
1 (12,3) (13,2)
2 (3,12) (3,10)
2 (3,10) (3,12)
2 (3,12) (3,10)
2 null null
3 (11,10) (10,9)
0 (10,2) (9,3)
1 (10,1) (11,1)
2 (1,11) (0,11)
3 (10,9) (9,8)
0 (4,4) (3,4)
1 (14,1) (14,2)
2 (0,12) (1,13)
3 (9,8) (8,7)
0 (9,3) (10,2)
1 (13,0) (14,1)
2 (3,10) (2,10)
3 (8,7) (7,6)
0 (10,2) (9,1)
1 (14,1) (13,0)
2 (3,13) (2,13)
3 (7,6) (6,5)
0 (5,4) (6,4)
1 (15,1) (14,0)
2 (2,10) (4,12)
2 (4,12) (2,10)
2 null null
3 (6,5) (5,4)
0 (0,3) (0,4)
1 (14,4) (13,5)
2 (0,10) (0,9)
3 (5,4) (4,3)
0 (2,6) (3,5)
1 (14,0) (14,1)
2 (0,11) (0,12)
3 (4,3) (2,1)
3 null null
0 (1,4) (2,5)
1 (13,0) (15,2)
1 null null
2 (6,14) (5,15)
3 (13,14) (12,13)
0 (9,1) (8,0)
1 (11,1) (10,1)
2 (4,14) (5,14)
3 (12,13) (11,12)
0 (5,2) (6,3)
1 (14,6) (15,6)
2 (7,12) (6,13)
3 (11,12) (10,11)
0 (3,4) (3,6)
0 null null
1 (12,4) (11,5)
2 (2,13) (1,12)
3 (10,11) (9,10)
0 (6,3) (5,3)
1 (13,5) (14,4)
2 (9,14) (9,15)
3 (9,10) (8,9)
0 (5,3) (5,2)
1 (13,4) (13,5)
2 (2,10) (1,11)
3 (8,9) (7,8)
0 (7,0) (8,1)
1 (15,6) (14,6)
2 (6,13) (6,14)
3 (7,8) (6,7)
0 (6,4) (7,5)
1 (13,5) (13,6)
2 (1,14) (2,14)
3 (6,7) (5,6)
0 (3,5) (3,7)
0 (3,7) (3,5)
0 (3,5) (3,7)
0 null null
1 (13,1) (13,0)
2 (5,14) (6,15)
3 (5,6) (4,5)
0 (0,4) (1,4)
1 (13,6) (12,5)
2 (3,15) (3,14)
3 (4,5) (3,4)
0 (2,4) (4,2)
0 (4,2) (2,4)
0 (2,4) (0,4)
0 (0,4) (2,4)
0 (2,4) (4,4)
0 (4,4) (2,4)
0 (2,4) (4,4)
0 (4,4) (2,4)
0 (2,4) (4,4)
0 (4,4) (2,4)
0 (2,4) (4,4)
0 null null
1 (14,4) (15,4)
2 (2,14) (3,13)
3 (3,4) (1,2)
3 null null
0 (4,4) (3,4)
1 (10,1) (10,2)
2 (5,15) (7,13)
2 (7,13) (5,15)
2 null null
3 (14,13) (13,12)
0 (4,0) (5,0)
1 (15,4) (15,5)
2 (9,15) (9,14)
3 (13,12) (12,11)
0 (8,1) (6,3)
0 (6,3) (8,1)
0 (8,1) (6,3)
0 (6,3) (4,1)
0 null null
1 (11,5) (13,5)
1 (13,5) (11,5)
1 null null
2 (5,15) (5,14)
3 (12,11) (11,10)
0 (2,5) (4,7)
0 (4,7) (2,5)
0 (2,5) (4,3)
0 (4,3) (6,1)
0 (6,1) (4,3)
0 (4,3) (2,5)
0 (2,5) (0,3)
0 (0,3) (0,1)
0 (0,1) (0,3)
0 null null
1 (7,2) (6,1)
2 (1,15) (2,15)
3 (11,10) (10,9)
0 (8,0) (9,0)
1 (12,5) (13,5)
2 (3,11) (2,12)
3 (10,9) (9,8)
0 (3,7) (2,8)
1 (10,2) (9,2)
2 (3,13) (2,13)
3 (9,8) (8,7)
0 (5,2) (4,2)
GAMEOVER 
WINNER Player-1
# Game ended: Sun Mar 30 11:33:47 EDT 2014
