# Server version 0.08 running on 192.168.1.104:8123
# Game ID: 12
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sun Mar 30 14:12:56 EDT 2014
# Player 1: Player-0, 'random', running on 192.168.1.104
# Player 2: Player-1, 'random', running on 192.168.1.104
# Player 3: Player-2, 'random', running on 192.168.1.104
# Player 4: Player-3, '260469756', running on localhost
START Player-0 random
START Player-1 random
START Player-2 random
START Player-3 260469756
0 (3,0) (3,2)
0 null null
1 (12,1) (12,2)
2 (2,15) (4,15)
2 (4,15) (2,15)
2 (2,15) (4,13)
2 null null
3 (14,14) (12,12)
3 null null
0 (1,1) (3,3)
0 (3,3) (1,1)
0 (1,1) (3,3)
0 null null
1 (14,3) (14,4)
2 (0,15) (2,15)
2 null null
3 (13,13) (11,11)
3 null null
0 (3,2) (4,2)
1 (13,2) (12,1)
2 (3,14) (4,15)
3 (11,11) (10,10)
0 (2,2) (4,0)
0 (4,0) (2,2)
0 (2,2) (4,4)
0 (4,4) (2,2)
0 (2,2) (0,4)
0 null null
1 (14,2) (13,3)
2 (0,12) (1,11)
3 (10,10) (9,9)
0 (3,3) (4,3)
1 (15,1) (14,2)
2 (2,14) (3,13)
3 (9,9) (8,8)
0 (3,1) (1,1)
0 (1,1) (3,1)
0 (3,1) (1,1)
0 (1,1) (3,1)
0 (3,1) (5,3)
0 null null
1 (12,1) (12,3)
1 null null
2 (1,11) (0,11)
3 (8,8) (7,7)
0 (2,1) (3,1)
1 (14,4) (14,3)
2 (4,13) (3,12)
3 (7,7) (6,6)
0 (1,3) (1,1)
0 null null
1 (12,0) (11,1)
2 (0,14) (0,15)
3 (6,6) (5,5)
0 (3,1) (4,0)
1 (12,2) (10,0)
1 (10,0) (12,2)
1 (12,2) (10,0)
1 (10,0) (12,2)
1 (12,2) (12,4)
1 null null
2 (3,15) (2,14)
3 (5,5) (4,4)
0 (5,3) (3,5)
0 null null
1 (12,4) (12,5)
2 (0,11) (0,10)
3 (4,4) (3,3)
0 (1,2) (2,2)
1 (11,1) (11,0)
2 (1,13) (3,15)
2 (3,15) (1,13)
2 (1,13) (3,15)
2 null null
3 (3,3) (3,2)
0 (4,0) (5,0)
1 (12,3) (11,3)
2 (1,12) (0,12)
3 (3,2) (2,1)
0 (5,0) (6,1)
1 (11,0) (12,1)
2 (3,13) (4,12)
3 (12,12) (11,11)
0 (4,3) (3,3)
1 (14,3) (13,4)
2 (1,15) (3,13)
2 null null
3 (11,11) (10,10)
0 (3,3) (2,4)
1 (15,2) (15,4)
1 (15,4) (15,2)
1 (15,2) (13,2)
1 null null
2 (3,12) (3,11)
3 (10,10) (9,9)
0 (0,3) (1,3)
1 (12,1) (12,2)
2 (3,13) (1,13)
2 (1,13) (1,15)
2 (1,15) (3,13)
2 (3,13) (5,11)
2 (5,11) (3,13)
2 (3,13) (5,11)
2 (5,11) (3,13)
2 null null
3 (9,9) (8,8)
0 (4,2) (5,1)
1 (13,3) (14,3)
2 (3,13) (4,14)
3 (8,8) (7,7)
0 (6,1) (7,0)
1 (11,3) (12,4)
2 (3,11) (4,10)
3 (7,7) (6,6)
0 (0,4) (0,5)
1 (12,5) (12,6)
2 (4,10) (5,9)
3 (6,6) (5,5)
0 (1,3) (3,1)
0 (3,1) (1,3)
0 (1,3) (3,1)
0 (3,1) (1,3)
0 (1,3) (3,1)
0 (3,1) (1,3)
0 null null
1 (15,3) (15,4)
2 (5,9) (6,8)
3 (5,5) (4,4)
0 (5,1) (5,2)
1 (12,2) (11,1)
2 (4,15) (4,13)
2 (4,13) (4,15)
2 (4,15) (4,13)
2 null null
3 (4,4) (3,3)
0 (2,4) (1,5)
1 (14,0) (12,0)
1 (12,0) (14,0)
1 null null
2 (0,15) (1,15)
3 (3,3) (3,2)
0 (1,1) (3,1)
0 (3,1) (3,3)
0 (3,3) (1,1)
0 (1,1) (3,1)
0 (3,1) (1,1)
0 (1,1) (3,1)
0 (3,1) (3,3)
0 (3,3) (1,1)
0 null null
1 (14,0) (12,0)
1 null null
2 (4,13) (5,12)
3 (3,2) (1,2)
3 null null
0 (1,1) (3,3)
0 null null
1 (12,4) (12,3)
2 (1,15) (3,13)
2 (3,13) (5,11)
2 (5,11) (5,13)
2 (5,13) (3,11)
2 null null
3 (13,15) (11,13)
3 null null
0 (5,2) (6,2)
1 (14,2) (15,2)
2 (6,8) (5,9)
3 (11,13) (10,12)
0 (3,3) (2,3)
1 (12,6) (11,6)
2 (1,14) (3,12)
2 null null
3 (10,12) (9,11)
0 (0,5) (2,5)
0 (2,5) (0,5)
0 null null
1 (13,1) (14,0)
2 (5,12) (5,13)
3 (9,11) (8,10)
0 (0,5) (0,4)
1 (14,3) (15,3)
2 (0,12) (0,14)
2 (0,14) (0,12)
2 null null
3 (8,10) (7,9)
