# Server version 0.08 running on 192.168.1.104:8123
# Game ID: 4
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sun Mar 30 11:32:39 EDT 2014
# Player 1: Player-0, 'random', running on 192.168.1.104
# Player 2: Player-1, 'random', running on 192.168.1.104
# Player 3: Player-2, 'random', running on 192.168.1.104
# Player 4: Player-3, '260469756', running on localhost
START Player-0 random
START Player-1 random
START Player-2 random
START Player-3 260469756
0 (3,1) (4,2)
1 (13,2) (13,3)
2 (1,12) (2,12)
3 (14,14) (12,12)
3 null null
0 (2,1) (3,1)
1 (15,3) (14,4)
2 (0,13) (1,12)
3 (13,13) (11,11)
3 null null
0 (3,1) (3,2)
1 (14,4) (13,5)
2 (2,13) (0,13)
2 (0,13) (2,13)
2 (2,13) (4,15)
2 (4,15) (2,13)
2 (2,13) (0,13)
2 (0,13) (2,13)
2 (2,13) (2,11)
2 (2,11) (0,13)
2 (0,13) (0,11)
2 (0,11) (2,13)
2 null null
3 (11,11) (10,10)
0 (0,1) (2,3)
0 (2,3) (4,1)
0 (4,1) (2,3)
0 (2,3) (2,1)
0 (2,1) (0,1)
0 (0,1) (2,3)
0 (2,3) (0,1)
0 (0,1) (2,1)
0 (2,1) (4,3)
0 (4,3) (4,1)
0 null null
1 (14,2) (13,2)
2 (2,12) (3,13)
3 (10,10) (9,9)
0 (3,2) (2,1)
1 (13,2) (14,2)
2 (2,13) (4,15)
2 null null
3 (9,9) (8,8)
0 (2,2) (3,1)
1 (13,3) (13,4)
2 (3,13) (4,14)
3 (8,8) (7,7)
0 (4,2) (4,3)
1 (14,3) (14,4)
2 (1,12) (1,11)
3 (7,7) (6,6)
0 (1,2) (2,3)
1 (14,2) (13,2)
2 (3,15) (3,13)
2 (3,13) (3,15)
2 (3,15) (5,13)
2 (5,13) (3,15)
2 (3,15) (5,15)
2 (5,15) (3,15)
2 (3,15) (5,15)
2 (5,15) (3,13)
2 null null
3 (6,6) (5,5)
0 (2,0) (4,0)
0 (4,0) (2,2)
0 (2,2) (4,0)
0 (4,0) (4,2)
0 (4,2) (4,4)
0 (4,4) (6,6)
0 (6,6) (4,4)
0 null null
1 (12,1) (11,2)
2 (3,13) (5,15)
2 (5,15) (3,13)
2 (3,13) (5,15)
2 null null
3 (5,5) (3,3)
3 null null
0 (2,3) (1,4)
1 (13,4) (12,5)
2 (3,14) (2,13)
3 (12,12) (11,11)
0 (2,1) (3,2)
1 (14,4) (12,6)
1 null null
2 (2,14) (3,13)
3 (11,11) (10,10)
0 (1,1) (1,2)
1 (12,6) (11,7)
2 (1,15) (2,14)
3 (10,10) (9,9)
0 (1,4) (2,3)
1 (15,2) (14,2)
2 (2,14) (3,14)
3 (9,9) (8,8)
0 (3,1) (2,2)
1 (12,5) (12,4)
2 (3,13) (4,13)
3 (8,8) (7,7)
0 (0,2) (2,4)
0 (2,4) (4,2)
0 null null
1 (14,2) (13,3)
2 (1,11) (0,11)
3 (7,7) (6,6)
0 (2,3) (3,4)
1 (11,7) (12,7)
2 (0,12) (0,13)
3 (6,6) (5,5)
0 (0,3) (0,2)
1 (13,0) (11,0)
1 (11,0) (13,0)
1 (13,0) (11,0)
1 (11,0) (13,0)
1 (13,0) (15,2)
1 (15,2) (13,0)
1 (13,0) (11,0)
1 null null
2 (4,13) (5,12)
3 (5,5) (5,4)
0 (3,2) (5,0)
0 (5,0) (3,2)
0 (3,2) (5,2)
0 (5,2) (3,2)
0 (3,2) (5,0)
0 (5,0) (3,2)
0 (3,2) (5,0)
0 null null
1 (13,1) (12,2)
2 (5,15) (3,13)
2 (3,13) (5,15)
2 (5,15) (3,13)
2 null null
3 (5,4) (3,2)
3 null null
0 (1,3) (0,3)
1 (15,0) (13,0)
1 null null
2 (0,13) (1,12)
3 (13,15) (11,13)
3 null null
0 (3,4) (4,5)
1 (12,0) (12,1)
2 (5,12) (6,13)
3 (11,13) (10,12)
0 (5,0) (5,1)
1 (11,0) (12,0)
2 (6,13) (7,12)
3 (10,12) (9,11)
0 (5,1) (6,0)
1 (11,2) (11,1)
2 (0,11) (0,12)
3 (9,11) (8,10)
0 (1,0) (2,1)
1 (13,3) (14,3)
2 (1,14) (0,13)
3 (8,10) (7,9)
0 (4,3) (5,3)
1 (12,7) (13,8)
2 (3,13) (4,13)
3 (7,9) (6,8)
0 (4,4) (6,2)
0 (6,2) (4,4)
0 (4,4) (4,6)
0 null null
1 (12,4) (14,6)
1 (14,6) (12,4)
1 null null
2 (0,12) (0,11)
3 (6,8) (5,7)
0 (4,1) (5,0)
1 (13,5) (14,4)
2 (1,12) (1,11)
3 (5,7) (3,5)
3 null null
0 (4,6) (3,6)
1 (11,1) (13,1)
1 null null
2 (3,14) (3,13)
3 (3,5) (2,4)
0 (4,2) (6,4)
0 null null
