# Server version 0.08 running on 192.168.1.104:8123
# Game ID: 28
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Sun Mar 30 15:12:44 EDT 2014
# Player 1: Player-0, 'random', running on 192.168.1.104
# Player 2: Player-1, '260469756', running on localhost
# Player 3: Player-2, 'random', running on 192.168.1.104
# Player 4: Player-3, 'random', running on 192.168.1.104
START Player-0 random
START Player-1 260469756
START Player-2 random
START Player-3 random
0 (2,2) (0,4)
0 null null
1 (14,1) (12,3)
1 null null
2 (1,13) (1,11)
2 null null
3 (13,13) (12,13)
0 (1,3) (2,3)
1 (13,2) (11,4)
1 null null
2 (0,13) (1,13)
3 (12,14) (12,12)
3 (12,12) (12,14)
3 null null
0 (2,3) (2,2)
1 (15,2) (13,4)
1 null null
2 (1,11) (2,10)
3 (12,14) (11,13)
0 (1,0) (3,2)
0 null null
1 (14,3) (12,5)
1 null null
2 (2,13) (0,13)
2 null null
3 (14,12) (13,13)
0 (0,3) (0,5)
0 (0,5) (0,3)
0 (0,3) (0,5)
0 null null
1 (13,0) (11,2)
1 null null
2 (2,14) (2,13)
3 (13,14) (12,14)
0 (2,1) (0,3)
0 null null
1 (12,1) (10,3)
1 null null
2 (3,14) (4,13)
3 (11,13) (10,12)
0 (0,3) (1,4)
1 (15,1) (13,3)
1 null null
2 (2,13) (2,14)
3 (10,12) (10,11)
0 (1,2) (1,3)
1 (14,2) (12,4)
1 null null
2 (2,10) (3,9)
3 (15,13) (15,11)
3 null null
0 (3,0) (4,0)
1 (14,0) (12,2)
1 null null
2 (4,13) (4,14)
3 (10,11) (11,10)
0 (0,1) (1,2)
1 (13,1) (11,3)
1 null null
2 (1,12) (2,11)
3 (12,15) (11,15)
0 (3,2) (4,3)
1 (12,0) (11,1)
2 (4,14) (3,13)
3 (12,13) (11,14)
0 (1,2) (3,2)
0 (3,2) (5,4)
0 null null
1 (15,3) (14,4)
2 (1,14) (2,13)
3 (11,10) (11,9)
0 (2,2) (1,2)
1 (15,0) (14,1)
2 (2,11) (1,11)
3 (15,11) (14,10)
0 (1,2) (2,1)
1 (14,1) (13,2)
2 (2,14) (4,12)
2 (4,12) (2,14)
2 null null
3 (11,15) (10,15)
0 (5,4) (6,3)
1 (13,2) (14,3)
2 (3,9) (2,8)
3 (15,15) (15,13)
3 null null
0 (4,0) (2,2)
0 null null
1 (14,3) (14,5)
1 null null
2 (2,15) (3,14)
3 (13,13) (11,15)
3 (11,15) (13,13)
3 null null
0 (6,3) (6,4)
1 (12,3) (10,5)
1 null null
2 (0,14) (1,14)
3 (10,15) (9,14)
0 (3,1) (4,0)
1 (11,4) (9,6)
1 null null
2 (1,14) (0,14)
3 (9,14) (10,13)
0 (6,4) (7,4)
1 (10,5) (8,7)
1 null null
2 (1,15) (1,14)
3 (13,13) (12,13)
0 (1,1) (3,3)
0 null null
1 (9,6) (7,8)
1 null null
2 (2,14) (2,15)
3 (11,14) (11,15)
0 (0,5) (1,6)
1 (8,7) (6,9)
1 null null
2 (2,13) (4,15)
2 (4,15) (2,13)
2 (2,13) (4,13)
2 null null
3 (12,13) (13,14)
0 (2,2) (4,4)
0 (4,4) (2,2)
0 null null
1 (7,8) (5,10)
1 null null
2 (2,8) (1,7)
3 (11,9) (11,8)
0 (1,6) (2,6)
1 (6,9) (4,11)
1 null null
2 (3,14) (3,12)
2 null null
3 (11,15) (10,15)
0 (1,3) (1,5)
0 null null
1 (4,11) (2,13)
1 null null
2 (3,15) (1,15)
2 (1,15) (3,15)
2 null null
3 (14,10) (15,11)
0 (0,2) (1,3)
1 (5,10) (4,11)
2 (0,12) (2,14)
2 (2,14) (4,12)
2 (4,12) (4,14)
2 (4,14) (2,12)
